1/1/2010,QUINDÍO,ARMENIA (CT),Viernes,0:00,MERCEDES DEL NORTE,URBANA,FINCAS Y SIMILARES,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,15,FEMENINO,SOLTERO,NO REPORTADO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,63001000,1,,,
1/1/2010,SANTANDER,BARRANCABERMEJA,Viernes,0:00,ALTOS DEL CAMPESTRE,URBANA,VIAS PUBLICAS,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,68081000,1,,,
1/1/2010,SANTANDER,BUCARAMANGA (CT),Viernes,19:00,LA CEIBA,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,68001000,1,,,
1/1/2010,SANTANDER,EL PLAYÓN,Viernes,0:00,BARRIO NUEVO,URBANA,VIAS PUBLICAS,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,12,MASCULINO,SOLTERO,NO REPORTADO,ESTUDIANTE,NO REPORTADO,NO REPORTADO,68255000,1,,,
1/1/2010,SANTANDER,FLORIDABLANCA,Viernes,8:00,ASOVISUR,URBANA,CASAS DE HABITACION,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,68276000,1,,,
1/1/2010,SANTANDER,GALÁN,Viernes,0:00,EL CARACOL,URBANA,CASAS DE HABITACION,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,NO REPORTADO,A PIE,A PIE,17,FEMENINO,SOLTERO,NO REPORTADO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,68296000,1,,,
1/1/2010,SANTANDER,GAMBITA,Viernes,12:00,VRDA  HUERTAS,RURAL,FINCAS Y SIMILARES,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,68298000,1,,,
1/1/2010,SANTANDER,LA BELLEZA,Viernes,0:00,UNICENTRO Belleza,URBANA,VIAS PUBLICAS,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),NO REPORTADO,NO REPORTADO,NO REPORTADO,10,FEMENINO,SOLTERO,NO REPORTADO,ESTUDIANTE,NO REPORTADO,PRIMARIA,68377000,1,,,
1/1/2010,SANTANDER,LANDÁZURI,Viernes,0:00,EL MORRO,URBANA,VIAS PUBLICAS,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,68385000,1,,,
1/1/2010,SANTANDER,LANDÁZURI,Viernes,8:00,EL PROGRESO,URBANA,CASAS DE HABITACION,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,8,MASCULINO,NO REPORTADO,COLOMBIA,NO REPORTA,NO REPORTADO,NO REPORTADO,68385000,1,,,
1/1/2010,SANTANDER,LANDÁZURI,Viernes,8:00,EL PROGRESO,URBANA,CASAS DE HABITACION,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,10,MASCULINO,NO REPORTADO,COLOMBIA,NO REPORTA,NO REPORTADO,NO REPORTADO,68385000,1,,,
1/1/2010,SANTANDER,LOS SANTOS,Viernes,1:00,VDA. REGADERO,URBANA,FINCAS Y SIMILARES,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,68418000,1,,,
1/1/2010,SANTANDER,OCAMONTE,Viernes,9:00,ISIBRO,URBANA,CASAS DE HABITACION,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NO REPORTADO,NO REPORTADO,NO REPORTADO,7,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,68498000,1,,,
1/1/2010,SANTANDER,OIBA,Viernes,0:00,VRDA  LA BEJUCA,RURAL,FINCAS Y SIMILARES,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,NO REPORTADO,NO REPORTADO,68500000,1,,,
