0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,,20
31/01/2019,CUNDINAMARCA,SOACHA,Jueves,0:15:00,VILLA MERCEDES I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,,1
31/01/2019,CUNDINAMARCA,SOPÓ,Jueves,17:30:00,VER.SAN GABRIEL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,25758000,,1
31/01/2019,GUAJIRA,FONSECA,Jueves,19:00:00,LOS DELFINES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,44279000,,1
31/01/2019,META,VILLAVICENCIO (CT),Jueves,15:25:00,RELIQUIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,50001000,,1
31/01/2019,NARIÑO,SAN ANDRES DE TUMACO,Jueves,20:50:00,VEREDA LA PLAYA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52835000,,1
31/01/2019,NARIÑO,SAN ANDRES DE TUMACO,Jueves,17:30:00,CORREGIMIENTO CHILVI,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52835000,,1
31/01/2019,RISARALDA,DOSQUEBRADAS,Jueves,12:36:00,EL JAPON,URBANA,BOSQUES,CONTUNDENTES,A PIE,A PIE,43,FEMENINO,SEPARADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,66170000,,1
31/01/2019,SANTANDER,EL PLAYÓN,Jueves,22:30:00,BARRIO NUEVO,RURAL,CANCHA DE FUTBOL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68255000,,1
31/01/2019,SUCRE,SAMPUÉS,Jueves,17:10:00,LAS ACACIAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70670000,,1
31/01/2019,SUCRE,SAMPUÉS,Jueves,17:10:00,LAS ACACIAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,43,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70670000,,1
31/01/2019,VALLE,CALI (CT),Jueves,10:15:00,LA MERCED E3,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,58,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,,1
31/01/2019,VALLE,CALI (CT),Jueves,21:56:00,CIUDADELA FLORALIA E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
31/01/2019,VALLE,CARTAGO,Jueves,11:45:00,SAN NICOLAS,URBANA,TALLERES MECANICA,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76147000,,1
31/01/2019,VALLE,CARTAGO,Jueves,11:20:00,CORREGIMIENTO COLORADAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76147000,,1
31/01/2019,VALLE,GUADALAJARA DE BUGA,Jueves,20:45:00,BALBOA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76111000,,1
1/2/2019,ANTIOQUIA,CIUDAD BOLÍVAR,Viernes,18:00:00,LA LINDA EL DOS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5101000,,1
1/2/2019,ANTIOQUIA,CIUDAD BOLÍVAR,Viernes,18:00:00,LA LINDA EL DOS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5101000,,1
1/2/2019,ANTIOQUIA,COPACABANA,Viernes,11:06:00,VDA. GRANIZAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5212000,,1
1/2/2019,ANTIOQUIA,ITUANGO,Viernes,7:00:00,LA MARIA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,5361000,,1
1/2/2019,ANTIOQUIA,MEDELLÍN (CT),Viernes,20:43:00,LAS PLAYAS C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5001000,,1
1/2/2019,BOYACÁ,SANTA SOFÍA,Viernes,23:00:00,VDA. HORNILLAS,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,30,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,15696000,,1
1/2/2019,CAUCA,BUENOS AIRES,Viernes,15:20:00,Vda Mary López,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19110000,,1
1/2/2019,CAUCA,VILLA RICA,Viernes,1:30:00,TERRONAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19845000,,1
1/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:35:00,GRANJAS DE SAN PABLO E-18,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,5:12:00,CENTRO USME E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,10:10:00,LA ESPERANZA I SECTOR E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/2/2019,NARIÑO,SAN ANDRES DE TUMACO,Viernes,7:30:00,UNION VICTORIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,52835000,,1
1/2/2019,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,13:30:00,BARRIO LA CONCORDIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,54001000,,1
1/2/2019,NORTE DE SANTANDER,VILLA DEL ROSARIO,Viernes,9:00:00,ANILLO VIAL (JURD VILLA DEL ROSARIO),URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,NO REPORTADO,54874000,,1
1/2/2019,QUINDÍO,CIRCASIA,Viernes,18:50:00,CAMILO DUQUE,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,54,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,63190000,,1
1/2/2019,SANTANDER,BUCARAMANGA (CT),Viernes,11:00:00,TRANSICION I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,68001000,,1
1/2/2019,SANTANDER,BUCARAMANGA (CT),Viernes,4:05:00,CABECERA DEL LLANO,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,68001000,,1
1/2/2019,SANTANDER,BUCARAMANGA (CT),Viernes,12:52:00,BETANIA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,68001000,,1
1/2/2019,VALLE,CALI (CT),Viernes,19:30:00,MANUELA BELTRAN E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
1/2/2019,VALLE,CALI (CT),Viernes,4:00:00,3 DE JULIO E19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,,1
1/2/2019,VALLE,CALI (CT),Viernes,20:55:00,ALTO JORDAN E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,,1
1/2/2019,VALLE,CALI (CT),Viernes,23:45:00,DESEPAZ INVICALI E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
1/2/2019,VALLE,CALI (CT),Viernes,9:50:00,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,,1
1/2/2019,VALLE,JAMUNDÍ,Viernes,17:30:00,EL ROSARIO E24,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76364000,,1
2/2/2019,ANTIOQUIA,ARMENIA,Sábado,7:15:00,LA QUIEBRA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,5059000,,1
2/2/2019,ANTIOQUIA,BETANIA,Sábado,21:05:00,LA 40,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5091000,,1
2/2/2019,ANTIOQUIA,CIUDAD BOLÍVAR,Sábado,19:30:00,LA SUCIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,TECNICO,5101000,,1
2/2/2019,ANTIOQUIA,FREDONIA,Sábado,19:00:00,LA PIANOLA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5282000,,1
2/2/2019,ANTIOQUIA,MEDELLÍN (CT),Sábado,20:30:00,JUAN XXIII - LA QUIEBRA C-13,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,,1
2/2/2019,ANTIOQUIA,MEDELLÍN (CT),Sábado,21:35:00,HECTOR ABAD GOMEZ C-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5001000,,1
2/2/2019,ANTIOQUIA,MEDELLÍN (CT),Sábado,7:10:00,VDA. LA FLORIDA S.A.P.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,,1
2/2/2019,ANTIOQUIA,MEDELLÍN (CT),Sábado,20:11:00,VILLANUEVA C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5001000,,1
2/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Sábado,14:05:00,LAS TERRAZA,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,8001000,,1
2/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Sábado,14:05:00,LAS TERRAZA,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,8001000,,1
2/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Sábado,14:05:00,LAS TERRAZA,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,8001000,,1
2/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Sábado,14:05:00,LAS TERRAZA,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,62,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
2/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Sábado,3:01:00,7 DE ABRIL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
2/2/2019,ATLÁNTICO,SOLEDAD,Sábado,5:30:00,NORMANDIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,53,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8758000,,1
2/2/2019,CALDAS,SAN JOSÉ,Sábado,19:40:00,VDA ALTO MIRA BAJO,RURAL,BOSQUES,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,17665000,,1
2/2/2019,CAUCA,BUENOS AIRES,Sábado,17:15:00,VDA SAN FRANCISCO,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,19110000,,1
2/2/2019,CAUCA,MIRANDA,Sábado,20:30:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19455000,,1
2/2/2019,CAUCA,SANTANDER DE QUILICHAO,Sábado,14:00:00,VDA EL PALMAR,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,14,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,19698000,,1
2/2/2019,CHOCÓ,SAN JOSÉ DEL PALMAR,Sábado,18:45:00,VEREDA LA BADEA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,27660000,,1
2/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:00:00,MARCO FIDEL SUAREZ E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
2/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,4:50:00,SAN PEDRO E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
2/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,8:07:00,SIERRA MORENA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,11001000,,1
2/2/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:19:00,YOMASITA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
2/2/2019,MAGDALENA,SANTA MARTA (CT),Sábado,16:30:00,PLAYA SALGUERO,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,,1
2/2/2019,NARIÑO,MALLAMA,Sábado,21:30:00,VEREDA  PIRUALES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,52435000,,1
2/2/2019,NARIÑO,PASTO (CT),Sábado,6:40:00,VILLANUEVA ALTO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,,1
2/2/2019,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,10:00:00,CASERIO EL CARMEN DE TONCHALA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,54001000,,1
2/2/2019,RISARALDA,PEREIRA (CT),Sábado,8:55:00,LA HABANA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,66001000,,1
2/2/2019,SANTANDER,BUCARAMANGA (CT),Sábado,17:40:00,LA CONCORDIA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68001000,,1
2/2/2019,SUCRE,SANTIAGO DE TOLÚ,Sábado,16:22:00,VEREDA MACAYEPO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70820000,,1
2/2/2019,VALLE,CALI (CT),Sábado,18:08:00,CIUDAD CORDOBA E15,URBANA,PELUQUERIA Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,,1
2/2/2019,VALLE,CALI (CT),Sábado,22:48:00,SAN LUIS E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
2/2/2019,VALLE,CARTAGO,Sábado,19:30:00,BOTERO OBYRNE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,18,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,76147000,,1
2/2/2019,VALLE,CARTAGO,Sábado,19:30:00,BOTERO OBYRNE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,43,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76147000,,1
3/2/2019,AMAZONAS,LETICIA (CT),Domingo,0:00:00,PUERTO ALEGRIA,RURAL,ZONA SELVÁTICA,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,91001000,,1
3/2/2019,ANTIOQUIA,BELLO,Domingo,2:57:00,PRADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,,1
3/2/2019,ANTIOQUIA,CAUCASIA,Domingo,9:00:00,LA CORCOVADA,RURAL,HACIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5154000,,1
3/2/2019,ANTIOQUIA,ENTRERRIOS,Domingo,8:30:00,YERBABUENAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5264000,,1
3/2/2019,ANTIOQUIA,MEDELLÍN (CT),Domingo,1:50:00,PRADO C-10,URBANA,SOBRE ANDEN - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,,1
3/2/2019,ANTIOQUIA,PUERTO NARE,Domingo,19:00:00,CGTO. LA SIERRA,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5585000,,1
3/2/2019,ANTIOQUIA,SOPETRÁN,Domingo,7:30:00,GUIMARAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5761000,,1
3/2/2019,ARAUCA,FORTUL,Domingo,9:30:00,VEREDA CAÑO SECO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO BUS,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,TECNICO PROFESIONAL EN SERVICIO DE POLICIA,TECNICO,81300000,,1
3/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Domingo,23:00:00,SAN ROQUE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
3/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Domingo,4:00:00,LAS AMERICAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,14,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,8001000,,1
3/2/2019,ATLÁNTICO,BARRANQUILLA (CT),Domingo,21:10:00,NUEVA COLOMBIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,TECNICO,8001000,,1
3/2/2019,ATLÁNTICO,SOLEDAD,Domingo,23:50:00,LAS FERIAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,8758000,,1
3/2/2019,BOLÍVAR,CARTAGENA (CT),Domingo,22:40:00,TERNERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
3/2/2019,BOLÍVAR,CARTAGENA (CT),Domingo,21:40:00,BOSTON,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
3/2/2019,BOLÍVAR,CLEMENCIA,Domingo,22:15:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13222000,,1
3/2/2019,BOLÍVAR,EL CARMEN DE BOLÍVAR,Domingo,5:30:00,SECTOR JORGE ELIECER GAITAN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,13244000,,1
3/2/2019,CALDAS,BELALCÁZAR,Domingo,15:00:00,CENTRO,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,17088000,,1
3/2/2019,CASANARE,YOPAL (CT),Domingo,0:10:00,EL MORRO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,VENEZUELA,INDEPENDIENTE,-,SECUNDARIA,85001000,,1
3/2/2019,CAUCA,CALOTO,Domingo,22:30:00,C/MIENTO EL PALO,RURAL,DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19142000,,1
3/2/2019,CAUCA,CALOTO,Domingo,22:30:00,C/MIENTO EL PALO,RURAL,DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19142000,,1
3/2/2019,CAUCA,CALOTO,Domingo,9:00:00,VDA LOS CHORROS,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19142000,,1
3/2/2019,CAUCA,PADILLA,Domingo,1:30:00,JOSE HILARIO LOPEZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19513000,,1
